,id,name,create_at,cogproc,negemo,negate,affect,bio,discrep,tentat,insight,health,sad,depressed,isd_cogproc,isd_negemo,isd_negate,isd_sad,isd_depressed
0,738.0,迷失路径,Fri Jul 31 18:41:28 +0800 2020,0.14,0.02,0.0,0.02,0.04,0.04,0.02,0.04,0.0,0.0,0.0,3.2045451951844055e-05,2.6051566959690173e-06,1.3679671791477718e-06,0,1.2311704612329947e-05
1,738.0,迷失路径,Wed Dec 11 16:12:50 +0800 2019,0.05357142857142857,0.044642857142857144,0.017857142857142856,0.07142857142857142,0.07142857142857142,0.05357142857142857,0.017857142857142856,0.017857142857142856,0.07142857142857142,0.0,0.05357142857142857,0.0002297612558475698,5.0881385378008534e-05,5.088138537800851e-05,3.8956060680037774e-05,0.00025758701347616814
2,738.0,迷失路径,Sat Nov 30 12:49:07 +0800 2019,0.10416666666666667,0.020833333333333332,0.041666666666666664,0.03125,0.0,0.0625,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.0,0.004872818105083193,4.027122400895202e-05,0.00016108489603580808,4.027122400895202e-05,0.010309433346291717
3,738.0,迷失路径,Tue Nov 19 18:09:21 +0800 2019,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.18171667062740565,0.006807284227457444,0.006807284227457444,0,0.4001170395916653
4,738.0,迷失路径,Tue Nov 19 12:16:56 +0800 2019,0.12244897959183673,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.0,0.061224489795918366,0.0,0.04081632653061224,0.0,0.0,0.02040816326530612,0.008721709323853919,9.120868763961982e-06,0.0009690788137615469,0,5.186482178797317e-05
5,738.0,迷失路径,Mon Nov 11 11:33:13 +0800 2019,0.3870967741935484,0.03225806451612903,0.12903225806451613,0.06451612903225806,0.0,0.06451612903225806,0.0,0.0967741935483871,0.0,0.0,0.0,11.143226239578764,0.03364094384608973,2.517099520924049,0,0
6,738.0,迷失路径,Mon Nov 11 11:26:22 +0800 2019,0.1568627450980392,0.0196078431372549,0.0196078431372549,0.11764705882352941,0.0,0.0196078431372549,0.0784313725490196,0.0196078431372549,0.0,0.0,0.0,5.5042338837032524e-06,1.9116977600217383e-05,1.1372384057238178e-06,0,0.00011831828373150602
7,738.0,迷失路径,Thu Nov 07 11:34:41 +0800 2019,0.15217391304347827,0.010869565217391304,0.021739130434782608,0.010869565217391304,0.06521739130434782,0.021739130434782608,0.0,0.043478260869565216,0.043478260869565216,0.0,0.021739130434782608,0.00018484870249842203,0.0030106289313805512,0.00041590958062144996,0.0004989028756207415,0.0005894410156199685
8,738.0,迷失路径,Wed Nov 06 16:20:09 +0800 2019,0.14,0.06,0.04,0.07,0.02,0.02,0.06,0.02,0.0,0.02,0.0,0.001023235588761403,0.000526286154774638,0.0004276270759684423,0.00033919930903844456,0
9,738.0,迷失路径,Tue Nov 05 12:02:02 +0800 2019,0.10526315789473684,0.03508771929824561,0.017543859649122806,0.043859649122807015,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,1.788844708916481,0.01835917558704705,0.0032286167265462586,0,0.2482787158473086
10,738.0,迷失路径,Tue Nov 05 11:50:03 +0800 2019,0.22727272727272727,0.022727272727272728,0.022727272727272728,0.03409090909090909,0.045454545454545456,0.022727272727272728,0.09090909090909091,0.06818181818181818,0.022727272727272728,0.0,0.045454545454545456,0,0,0,0,0
11,739.0,落墨暮烟,Mon Dec 30 14:15:41 +0800 2019,0.19230769230769232,0.11538461538461539,0.19230769230769232,0.15384615384615385,0.0,0.0,0.07692307692307693,0.11538461538461539,0.0,0.038461538461538464,0.07692307692307693,4.967863636908261e-05,0.0006336560761362579,0.00732506424013514,0.00029300256960540565,0.0011720102784216226
12,739.0,落墨暮烟,Wed Dec 25 13:05:31 +0800 2019,0.17647058823529413,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.005328815389673669,0.0005920905988526298,0,0,0.006844567322736402
13,739.0,落墨暮烟,Thu Dec 19 16:50:05 +0800 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0763963556108879,0,0,0.012223416897742059
14,739.0,落墨暮烟,Thu Dec 19 11:55:34 +0800 2019,0.0,0.125,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0024000825497780386,0.0004408314887347418,0.0012245319131520605,0,0.0024000825497780386
15,739.0,落墨暮烟,Fri Nov 29 13:25:37 +0800 2019,0.21875,0.03125,0.15625,0.078125,0.03125,0.09375,0.03125,0.03125,0.03125,0.0,0.03125,0,0,0,0,0
16,740.0,用户6068122192,Mon May 06 09:43:15 +0800 2019,0.1111111111111111,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0008474600958848132,0.0025953465436472406,0.04152554469835585,0,0
17,740.0,用户6068122192,Sun May 05 05:10:47 +0800 2019,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.014198176611000542,0,0,0,0
18,740.0,用户6068122192,Sat May 04 00:40:11 +0800 2019,0.2727272727272727,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.029822399262122268,0,0,0,0
19,740.0,用户6068122192,Thu May 02 19:48:10 +0800 2019,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.00845550382836695,0,0,0,0
20,740.0,用户6068122192,Wed May 01 16:16:21 +0800 2019,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0117259775502652,0,0.008395522388059703,0,0
21,740.0,用户6068122192,Tue Apr 30 11:41:09 +0800 2019,0.3,0.0,0.1,0.15,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.03355144360522689,0.002588845957193432,0.00010355383828773707,0,0
22,740.0,用户6068122192,Mon Apr 29 07:04:23 +0800 2019,0.5,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,0.002906194499757816,0.0005740631110632728,0.0022962524442530913,0,0
23,740.0,用户6068122192,Thu Apr 25 20:29:27 +0800 2019,0.4,0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6912.000000000002,432.0000000000001,1728.0000000000005,0,0
24,740.0,用户6068122192,Thu Apr 25 20:29:25 +0800 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.099173553719,0,0,0,0
25,740.0,用户6068122192,Thu Apr 25 20:29:23 +0800 2019,0.18181818181818182,0.0,0.0,0.13636363636363635,0.3181818181818182,0.0,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.019423182073616898,0,0,0,0
26,740.0,用户6068122192,Wed Apr 24 03:38:32 +0800 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,0,0,0,0
27,740.0,用户6068122192,Wed Apr 24 03:38:29 +0800 2019,0.0625,0.0,0.0,0.03125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0022969965494007392,0.0018149108538474976,0.00725964341538999,0.00725964341538999,0
28,740.0,用户6068122192,Mon Apr 22 10:49:38 +0800 2019,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,88.88888888888889,355.55555555555554,355.55555555555554,0
29,740.0,用户6068122192,Mon Apr 22 10:49:35 +0800 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002229120570654866,0,0,0,0
30,740.0,用户6068122192,Sat Apr 20 16:46:10 +0800 2019,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.00135847711550974,0.0010161289746398639,0.00025403224365996597,0,0
31,740.0,用户6068122192,Thu Apr 18 13:40:25 +0800 2019,0.11627906976744186,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,24.38701873073884,37.382368848025955,0.09830997724661655,0,0
32,740.0,用户6068122192,Thu Apr 18 13:40:20 +0800 2019,0.15384615384615385,0.0,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.012411361653503658,0.003641527985142566,0.0003447600459306571,0,0
33,740.0,用户6068122192,Tue Apr 16 15:54:14 +0800 2019,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021758017602840633,0.0037774336116042757,0.005439504400710158,0,0
34,740.0,用户6068122192,Sun Apr 14 19:46:56 +0800 2019,0.2,0.0,0.1,0.05,0.0,0.2,0.1,0.0,0.0,0.0,0.0,121.50000000000004,0,216.00000000000006,0,0
35,740.0,用户6068122192,Sun Apr 14 19:46:52 +0800 2019,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006047932779243135,0,0,0,0
36,740.0,用户6068122192,Fri Apr 12 21:39:43 +0800 2019,0.09090909090909091,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015138956568873926,0,0,0,0
